城市,PM10,PM2.5,AQI达标率,时间,季节,AQI达标率(小数),PM10环比变化率(%),PM2.5环比变化率(%),AQI达标率环比变化率(%),污染等级
珠海市,43,25,1.0,2021-01,冬季,1.0,0.0,0.0,0.0,优秀
珠海市,40,21,0.893,2021-02,冬季,0.893,-6.976744186046513,-16.000000000000004,-10.7,良好
珠海市,43,22,0.806,2021-03,春季,0.806,7.499999999999996,4.761904761904767,-9.742441209406493,一般
珠海市,38,21,0.9,2021-04,春季,0.9,-11.627906976744185,-4.545454545454541,11.662531017369716,良好
珠海市,31,19,0.935,2021-05,春季,0.935,-18.42105263157895,-9.523809523809524,3.8888888888888973,良好
珠海市,15,9,1.0,2021-06,夏季,1.0,-51.61290322580645,-52.63157894736843,6.951871657753994,优秀
珠海市,17,9,0.935,2021-07,夏季,0.935,13.33333333333333,0.0,-6.499999999999995,良好
珠海市,18,10,1.0,2021-08,夏季,1.0,5.882352941176472,11.111111111111116,6.951871657753994,优秀
珠海市,17,10,0.967,2021-09,秋季,0.967,-5.555555555555558,0.0,-3.300000000000003,优秀
珠海市,32,18,0.774,2021-10,秋季,0.774,88.23529411764706,80.0,-19.958634953464315,一般
珠海市,51,23,0.867,2021-11,秋季,0.867,59.375,27.777777777777768,12.015503875968992,良好
珠海市,56,29,0.935,2021-12,冬季,0.935,9.80392156862746,26.086956521739136,7.843137254901977,良好
肇庆市,41,28,1.0,2021-01,冬季,1.0,0.0,0.0,0.0,优秀
肇庆市,51,32,0.821,2021-02,冬季,0.821,24.390243902439025,14.28571428571428,-17.900000000000006,一般
肇庆市,53,30,0.742,2021-03,春季,0.742,3.9215686274509887,-6.25,-9.622411693057241,一般
肇庆市,44,26,0.933,2021-04,春季,0.933,-16.981132075471695,-13.33333333333333,25.741239892183287,良好
肇庆市,38,22,0.935,2021-05,春季,0.935,-13.636363636363635,-15.384615384615385,0.2143622722400762,良好
肇庆市,28,16,0.933,2021-06,夏季,0.933,-26.315789473684216,-27.27272727272727,-0.21390374331551332,良好
肇庆市,21,12,1.0,2021-07,夏季,1.0,-25.0,-25.0,7.181136120042875,优秀
肇庆市,26,15,0.935,2021-08,夏季,0.935,23.809523809523814,25.0,-6.499999999999995,良好
肇庆市,26,16,0.9,2021-09,秋季,0.9,0.0,6.666666666666665,-3.7433155080213942,良好
肇庆市,33,22,0.903,2021-10,秋季,0.903,26.923076923076916,37.5,0.33333333333334103,良好
肇庆市,54,32,0.8,2021-11,秋季,0.8,63.63636363636365,45.45454545454546,-11.406423034330004,一般
肇庆市,46,29,1.0,2021-12,冬季,1.0,-14.814814814814813,-9.375,25.0,优秀
