城市,PM10,PM2.5,AQI达标率,时间,季节,AQI达标率(小数),PM10环比变化率(%),PM2.5环比变化率(%),AQI达标率环比变化率(%),污染等级
佛山市,55,32,0.968,2021-01,冬季,0.968,0.0,0.0,0.0,优秀
佛山市,24,16,0.964,2021-02,冬季,0.964,-56.363636363636374,-50.0,-0.4132231404958664,优秀
佛山市,46,24,0.968,2021-03,春季,0.968,91.66666666666667,50.0,0.4149377593360981,优秀
佛山市,42,21,0.733,2021-04,春季,0.733,-8.695652173913048,-12.5,-24.276859504132233,一般
佛山市,34,19,0.839,2021-05,春季,0.839,-19.047619047619047,-9.523809523809524,14.461118690313768,一般
佛山市,20,10,1.0,2021-06,夏季,1.0,-41.17647058823529,-47.36842105263158,19.189511323003572,优秀
佛山市,27,15,0.839,2021-07,夏季,0.839,35.00000000000001,50.0,-16.1,一般
佛山市,22,13,1.0,2021-08,夏季,1.0,-18.518518518518523,-13.33333333333333,19.189511323003572,优秀
佛山市,52,31,0.333,2021-09,秋季,0.333,136.36363636363637,138.46153846153845,-66.7,较差
佛山市,49,25,0.548,2021-10,秋季,0.548,-5.769230769230771,-19.354838709677423,64.56456456456456,较差
佛山市,41,24,0.9,2021-11,秋季,0.9,-16.326530612244895,-4.0000000000000036,64.23357664233575,良好
佛山市,44,27,1.0,2021-12,冬季,1.0,7.317073170731714,12.5,11.111111111111116,优秀
广州市,53,31,1.0,2021-01,冬季,1.0,0.0,0.0,0.0,优秀
广州市,25,16,0.964,2021-02,冬季,0.964,-52.83018867924528,-48.38709677419355,-3.600000000000003,优秀
广州市,45,24,0.935,2021-03,春季,0.935,80.0,50.0,-3.0082987551867113,良好
广州市,42,21,0.767,2021-04,春季,0.767,-6.666666666666665,-12.5,-17.967914438502675,一般
广州市,33,18,0.839,2021-05,春季,0.839,-21.42857142857143,-14.28571428571429,9.38722294654497,一般
广州市,24,11,1.0,2021-06,夏季,1.0,-27.27272727272727,-38.888888888888886,19.189511323003572,优秀
广州市,32,17,0.645,2021-07,夏季,0.645,33.33333333333333,54.54545454545454,-35.5,较差
广州市,26,14,0.935,2021-08,夏季,0.935,-18.75,-17.647058823529417,44.961240310077535,良好
广州市,53,31,0.333,2021-09,秋季,0.333,103.84615384615384,121.42857142857144,-64.3850267379679,较差
广州市,49,25,0.742,2021-10,秋季,0.742,-7.547169811320753,-19.354838709677423,122.8228228228228,一般
广州市,39,24,0.9,2021-11,秋季,0.9,-20.408163265306122,-4.0000000000000036,21.293800539083563,良好
广州市,43,26,1.0,2021-12,冬季,1.0,10.256410256410264,8.333333333333325,11.111111111111116,优秀
惠州市,41,27,1.0,2021-01,冬季,1.0,0.0,0.0,0.0,优秀
惠州市,20,13,1.0,2021-02,冬季,1.0,-51.21951219512195,-51.85185185185186,0.0,优秀
惠州市,36,18,0.968,2021-03,春季,0.968,80.0,38.46153846153846,-3.200000000000003,优秀
惠州市,36,16,0.9,2021-04,春季,0.9,0.0,-11.111111111111116,-7.024793388429751,良好
惠州市,25,13,0.968,2021-05,春季,0.968,-30.555555555555557,-18.75,7.55555555555556,优秀
惠州市,19,7,1.0,2021-06,夏季,1.0,-24.0,-46.15384615384615,3.3057851239669533,优秀
惠州市,28,12,0.742,2021-07,夏季,0.742,47.36842105263157,71.42857142857142,-25.8,一般
惠州市,24,10,1.0,2021-08,夏季,1.0,-14.28571428571429,-16.666666666666664,34.77088948787062,优秀
惠州市,50,26,0.7,2021-09,秋季,0.7,108.33333333333334,160.0,-30.000000000000004,一般
惠州市,45,20,0.968,2021-10,秋季,0.968,-9.999999999999998,-23.076923076923073,38.2857142857143,优秀
惠州市,33,17,1.0,2021-11,秋季,1.0,-26.66666666666667,-15.000000000000002,3.3057851239669533,优秀
惠州市,38,24,1.0,2021-12,冬季,1.0,15.15151515151516,41.176470588235304,0.0,优秀
江门市,60,36,0.871,2021-01,冬季,0.871,0.0,0.0,0.0,良好
江门市,29,19,0.929,2021-02,冬季,0.929,-51.66666666666666,-47.22222222222222,6.659012629161887,良好
江门市,43,23,0.871,2021-03,春季,0.871,48.27586206896552,21.052631578947366,-6.2432723358449955,良好
江门市,41,20,0.733,2021-04,春季,0.733,-4.651162790697672,-13.043478260869568,-15.843857634902413,一般
江门市,32,16,0.839,2021-05,春季,0.839,-21.95121951219512,-19.999999999999996,14.461118690313768,一般
江门市,23,9,1.0,2021-06,夏季,1.0,-28.125,-43.75,19.189511323003572,优秀
江门市,28,12,0.903,2021-07,夏季,0.903,21.739130434782616,33.33333333333333,-9.699999999999998,良好
江门市,24,10,0.968,2021-08,夏季,0.968,-14.28571428571429,-16.666666666666664,7.198228128460671,优秀
江门市,54,28,0.333,2021-09,秋季,0.333,125.0,179.99999999999997,-65.599173553719,较差
江门市,50,23,0.452,2021-10,秋季,0.452,-7.4074074074074066,-17.85714285714286,35.735735735735744,较差
江门市,40,20,0.933,2021-11,秋季,0.933,-19.999999999999996,-13.043478260869568,106.41592920353982,良好
江门市,51,28,1.0,2021-12,冬季,1.0,27.499999999999993,39.99999999999999,7.181136120042875,优秀
深圳市,41,26,1.0,2021-01,冬季,1.0,0.0,0.0,0.0,优秀
深圳市,22,13,0.964,2021-02,冬季,0.964,-46.34146341463414,-50.0,-3.600000000000003,优秀
深圳市,31,17,1.0,2021-03,春季,1.0,40.90909090909092,30.76923076923077,3.734439834024905,优秀
深圳市,33,16,0.867,2021-04,春季,0.867,6.451612903225801,-5.882352941176472,-13.3,良好
深圳市,23,12,0.968,2021-05,春季,0.968,-30.303030303030297,-25.0,11.649365628604391,优秀
深圳市,18,7,1.0,2021-06,夏季,1.0,-21.739130434782606,-41.666666666666664,3.3057851239669533,优秀
深圳市,24,11,0.871,2021-07,夏季,0.871,33.33333333333333,57.14285714285714,-12.9,良好
深圳市,22,10,0.968,2021-08,夏季,0.968,-8.333333333333337,-9.090909090909093,11.136624569460384,优秀
深圳市,47,27,0.467,2021-09,秋季,0.467,113.63636363636363,170.00000000000003,-51.75619834710743,较差
深圳市,41,19,0.935,2021-10,秋季,0.935,-12.765957446808507,-29.629629629629626,100.21413276231263,良好
深圳市,29,16,1.0,2021-11,秋季,1.0,-29.268292682926834,-15.789473684210531,6.951871657753994,优秀
深圳市,41,22,1.0,2021-12,冬季,1.0,41.37931034482758,37.5,0.0,优秀
珠海市,49,28,1.0,2021-01,冬季,1.0,0.0,0.0,0.0,优秀
珠海市,28,17,0.964,2021-02,冬季,0.964,-42.85714285714286,-39.28571428571429,-3.600000000000003,优秀
珠海市,33,20,0.935,2021-03,春季,0.935,17.85714285714286,17.647058823529417,-3.0082987551867113,良好
珠海市,31,16,0.9,2021-04,春季,0.9,-6.060606060606055,-19.999999999999996,-3.7433155080213942,良好
珠海市,20,12,1.0,2021-05,春季,1.0,-35.483870967741936,-25.0,11.111111111111116,优秀
珠海市,14,8,1.0,2021-06,夏季,1.0,-30.000000000000004,-33.333333333333336,0.0,优秀
珠海市,18,11,1.0,2021-07,夏季,1.0,28.57142857142858,37.5,0.0,优秀
珠海市,15,9,0.903,2021-08,夏季,0.903,-16.666666666666664,-18.181818181818176,-9.699999999999998,良好
珠海市,43,26,0.433,2021-09,秋季,0.433,186.66666666666666,188.88888888888889,-52.04872646733112,较差
珠海市,40,19,0.677,2021-10,秋季,0.677,-6.976744186046513,-26.923076923076927,56.35103926096998,较差
珠海市,25,16,0.967,2021-11,秋季,0.967,-37.5,-15.789473684210531,42.83604135893646,优秀
珠海市,46,24,1.0,2021-12,冬季,1.0,84.00000000000001,50.0,3.412616339193386,优秀
肇庆市,48,32,0.935,2021-01,冬季,0.935,0.0,0.0,0.0,良好
肇庆市,20,14,1.0,2021-02,冬季,1.0,-58.33333333333333,-56.25,6.951871657753994,优秀
肇庆市,40,24,0.935,2021-03,春季,0.935,100.0,71.42857142857142,-6.499999999999995,良好
肇庆市,35,21,0.733,2021-04,春季,0.733,-12.5,-12.5,-21.60427807486631,一般
肇庆市,34,22,0.839,2021-05,春季,0.839,-2.857142857142858,4.761904761904767,14.461118690313768,一般
肇庆市,22,12,1.0,2021-06,夏季,1.0,-35.29411764705882,-45.45454545454546,19.189511323003572,优秀
肇庆市,27,16,0.968,2021-07,夏季,0.968,22.72727272727273,33.33333333333333,-3.200000000000003,优秀
肇庆市,25,14,0.935,2021-08,夏季,0.935,-7.4074074074074066,-12.5,-3.409090909090906,良好
肇庆市,45,30,0.433,2021-09,秋季,0.433,80.0,114.28571428571428,-53.68983957219251,较差
肇庆市,42,25,0.613,2021-10,秋季,0.613,-6.666666666666665,-16.666666666666664,41.5704387990762,较差
肇庆市,37,24,0.9,2021-11,秋季,0.9,-11.904761904761907,-4.0000000000000036,46.81892332789561,良好
肇庆市,42,27,1.0,2021-12,冬季,1.0,13.513513513513509,12.5,11.111111111111116,优秀
