监测子站名称,城市,时间,季节,SO2,NO2,O3,CO_mg/m3,CO_μg/m3,PM10,PM2.5,SO2_标准化,NO2_标准化,O3_标准化,CO_μg/m3_标准化,PM10_标准化,PM2.5_标准化,SO2_环比变化率(%),NO2_环比变化率(%),O3_环比变化率(%),CO_μg/m3_环比变化率(%),PM10_环比变化率(%),PM2.5_环比变化率(%),综合污染指数
惠景城 (佛山),佛山,2021-07,夏季,4,15,51,0.7,700.0,19,7,0.2,0.19607843137254904,0.32307692307692315,0.5714285714285714,0.1095890410958904,0.04545454545454544,0.0,7.14285714285714,34.210526315789465,39.99999999999999,-5.000000000000004,-22.22222222222222,1.4456275124284794
金桔咀 (佛山),佛山,2021-07,夏季,4,12,39,0.4,400.0,18,8,0.2,0.13725490196078433,0.13846153846153852,0.14285714285714285,0.0958904109589041,0.06818181818181818,0.0,-19.999999999999996,-23.529411764705888,-42.85714285714286,-5.263157894736848,14.28571428571428,0.7826458124201878
惠景城 (佛山),佛山,2021-08,夏季,5,27,61,0.7,700.0,30,16,0.3,0.43137254901960786,0.4769230769230769,0.5714285714285714,0.2602739726027397,0.25,25.0,125.0,56.41025641025641,75.0,66.66666666666667,100.0,2.289998169973996
金桔咀 (佛山),佛山,2021-08,夏季,4,23,48,0.5,500.0,29,14,0.2,0.35294117647058826,0.27692307692307694,0.28571428571428575,0.2465753424657534,0.20454545454545453,-19.999999999999996,-14.814814814814813,-21.311475409836067,-28.57142857142857,-3.3333333333333326,-12.5,1.566699336119159
惠景城 (佛山),佛山,2021-09,秋季,6,28,73,0.7,700.0,34,18,0.4000000000000001,0.4509803921568628,0.6615384615384615,0.5714285714285714,0.3150684931506849,0.29545454545454547,50.0,21.739130434782616,52.08333333333333,39.99999999999999,17.24137931034482,28.57142857142858,2.6944704637291257
金桔咀 (佛山),佛山,2021-09,秋季,5,23,61,0.6,600.0,32,15,0.3,0.35294117647058826,0.4769230769230769,0.42857142857142855,0.2876712328767123,0.2272727272727273,-16.666666666666664,-17.85714285714286,-16.43835616438356,-14.28571428571429,-5.882352941176472,-16.666666666666664,2.073379642114533
惠景城 (佛山),佛山,2021-10,秋季,8,27,86,0.9,900.0,43,21,0.6000000000000001,0.43137254901960786,0.8615384615384617,0.8571428571428572,0.43835616438356156,0.36363636363636365,60.00000000000001,17.391304347826097,40.98360655737705,50.0,34.375,39.99999999999999,3.5520463957208523
金桔咀 (佛山),佛山,2021-10,秋季,6,19,78,0.6,600.0,43,20,0.4000000000000001,0.27450980392156865,0.7384615384615386,0.42857142857142855,0.43835616438356156,0.34090909090909094,-25.0,-29.629629629629626,-9.302325581395355,-33.333333333333336,0.0,-4.761904761904767,2.6208080262471882
惠景城 (佛山),佛山,2021-11,秋季,9,31,60,0.8,800.0,39,20,0.7,0.5098039215686274,0.46153846153846156,0.7142857142857142,0.38356164383561636,0.34090909090909094,50.0,63.1578947368421,-23.076923076923073,33.33333333333333,-9.302325581395355,0.0,3.11009883213751
金桔咀 (佛山),佛山,2021-11,秋季,6,29,51,0.6,600.0,38,19,0.4000000000000001,0.47058823529411764,0.32307692307692315,0.42857142857142855,0.3698630136986301,0.3181818181818182,-33.333333333333336,-6.451612903225811,-15.000000000000002,-25.0,-2.564102564102566,-5.000000000000004,2.310281418822918
惠景城 (佛山),佛山,2021-12,冬季,12,56,62,1.0,1000.0,84,49,1.0000000000000002,1.0,0.49230769230769234,1.0,1.0,1.0,100.0,93.10344827586208,21.568627450980383,66.66666666666667,121.05263157894738,157.89473684210526,5.492307692307692
金桔咀 (佛山),佛山,2021-12,冬季,7,46,63,0.7,700.0,73,39,0.5,0.803921568627451,0.5076923076923078,0.5714285714285714,0.8493150684931507,0.7727272727272727,-41.666666666666664,-17.85714285714286,1.6129032258064502,-30.000000000000004,-13.095238095238093,-20.408163265306122,4.0050847889687535
南沙大稳 (广州),广州,2021-01,冬季,10,50,52,0.9,900.0,63,38,0.8,0.8823529411764706,0.3384615384615385,0.8571428571428572,0.7123287671232876,0.75,0.0,0.0,0.0,0.0,0.0,0.0,4.340286103904154
南沙科大 (广州) ,广州,2021-01,冬季,6,47,57,0.8,800.0,65,29,0.4000000000000001,0.8235294117647058,0.41538461538461535,0.7142857142857142,0.7397260273972603,0.5454545454545454,-40.0,-6.000000000000005,9.615384615384626,-11.111111111111116,3.1746031746031855,-23.684210526315784,3.638380314286841
天湖 (广州) ,广州,2021-01,冬季,3,14,83,0.6,600.0,33,26,0.10000000000000003,0.17647058823529416,0.8153846153846155,0.42857142857142855,0.3013698630136986,0.4772727272727273,-50.0,-70.2127659574468,45.61403508771931,-25.0,-49.23076923076923,-10.344827586206895,2.2990692224777645
竹洞 (广州),广州,2021-01,冬季,6,33,50,0.8,800.0,55,36,0.4000000000000001,0.5490196078431373,0.3076923076923077,0.7142857142857142,0.6027397260273972,0.7045454545454546,100.0,135.71428571428572,-39.75903614457831,33.33333333333333,66.66666666666667,38.46153846153846,3.278282810394011
麓湖 (广州),广州,2021-01,冬季,6,44,48,0.7,700.0,56,34,0.4000000000000001,0.7647058823529412,0.27692307692307694,0.5714285714285714,0.6164383561643836,0.6590909090909091,0.0,33.33333333333333,-4.0000000000000036,-12.5,1.8181818181818077,-5.555555555555558,3.2885867959598825
南沙大稳 (广州),广州,2021-02,冬季,8,22,42,0.7,700.0,34,22,0.6000000000000001,0.33333333333333337,0.18461538461538463,0.5714285714285714,0.3150684931506849,0.38636363636363635,33.33333333333333,-50.0,-12.5,0.0,-39.28571428571429,-35.29411764705882,2.3908094188916107
南沙科大 (广州) ,广州,2021-02,冬季,5,24,39,0.7,700.0,33,18,0.3,0.37254901960784315,0.13846153846153852,0.5714285714285714,0.3013698630136986,0.29545454545454547,-37.5,9.090909090909083,-7.14285714285714,0.0,-2.941176470588236,-18.181818181818176,1.979263537966197
天湖 (广州) ,广州,2021-02,冬季,3,7,62,0.6,600.0,21,16,0.10000000000000003,0.03921568627450982,0.49230769230769234,0.42857142857142855,0.136986301369863,0.25,-40.0,-70.83333333333333,58.974358974358964,-14.28571428571429,-36.36363636363637,-11.111111111111116,1.4470811085234936
竹洞 (广州),广州,2021-02,冬季,6,14,42,0.6,600.0,30,21,0.4000000000000001,0.17647058823529416,0.18461538461538463,0.42857142857142855,0.2602739726027397,0.36363636363636365,100.0,100.0,-32.25806451612904,0.0,42.85714285714286,31.25,1.8135677376612107
麓湖 (广州),广州,2021-02,冬季,5,21,38,0.7,700.0,30,19,0.3,0.3137254901960784,0.12307692307692308,0.5714285714285714,0.2602739726027397,0.3181818181818182,-16.666666666666664,50.0,-9.523809523809524,16.666666666666675,0.0,-9.523809523809524,1.8866867754861307
南沙大稳 (广州),广州,2021-03,春季,7,38,48,0.7,700.0,51,28,0.5,0.6470588235294118,0.27692307692307694,0.5714285714285714,0.547945205479452,0.5227272727272727,39.99999999999999,80.95238095238095,26.315789473684205,0.0,70.0,47.36842105263157,3.066082950087784
南沙科大 (广州) ,广州,2021-03,春季,5,39,46,0.4,400.0,48,21,0.3,0.6666666666666666,0.24615384615384617,0.14285714285714285,0.5068493150684932,0.36363636363636365,-28.57142857142857,2.6315789473684292,-4.1666666666666625,-42.85714285714286,-5.882352941176472,-25.0,2.2261633343825125
天湖 (广州) ,广州,2021-03,春季,3,10,75,0.5,500.0,30,19,0.10000000000000003,0.09803921568627451,0.6923076923076924,0.28571428571428575,0.2602739726027397,0.3181818181818182,-40.0,-74.35897435897436,63.043478260869556,25.0,-37.5,-9.523809523809524,1.7545169844928106
竹洞 (广州),广州,2021-03,春季,9,28,48,0.8,800.0,46,25,0.7,0.4509803921568628,0.27692307692307694,0.7142857142857142,0.4794520547945205,0.4545454545454546,200.0,179.99999999999997,-36.0,60.00000000000001,53.33333333333334,31.578947368421062,3.0761866927056287
麓湖 (广州),广州,2021-03,春季,5,35,41,0.7,700.0,46,25,0.3,0.5882352941176471,0.16923076923076918,0.5714285714285714,0.4794520547945205,0.4545454545454546,-44.44444444444444,25.0,-14.583333333333337,-12.5,0.0,0.0,2.5628921441169625
南沙大稳 (广州),广州,2021-04,春季,5,32,40,0.6,600.0,35,22,0.3,0.5294117647058824,0.15384615384615385,0.42857142857142855,0.3287671232876712,0.38636363636363635,0.0,-8.571428571428575,-2.4390243902439046,-14.28571428571429,-23.913043478260864,-12.0,2.126960106774772
南沙科大 (广州) ,广州,2021-04,春季,4,27,35,0.5,500.0,38,16,0.2,0.43137254901960786,0.07692307692307698,0.28571428571428575,0.3698630136986301,0.25,-19.999999999999996,-15.625,-12.5,-16.666666666666664,8.571428571428562,-27.27272727272727,1.6138729253556006
天湖 (广州) ,广州,2021-04,春季,5,10,68,0.5,500.0,22,13,0.3,0.09803921568627451,0.5846153846153846,0.28571428571428575,0.1506849315068493,0.18181818181818182,25.0,-62.96296296296296,94.28571428571428,0.0,-42.10526315789473,-18.75,1.6008719993409761
竹洞 (广州),广州,2021-04,春季,9,24,49,0.6,600.0,33,19,0.7,0.37254901960784315,0.29230769230769227,0.42857142857142855,0.3013698630136986,0.3181818181818182,80.0,140.0,-27.941176470588236,19.999999999999996,50.0,46.153846153846146,2.412979821682481
麓湖 (广州),广州,2021-04,春季,5,29,40,0.7,700.0,34,20,0.3,0.47058823529411764,0.15384615384615385,0.5714285714285714,0.3150684931506849,0.34090909090909094,-44.44444444444444,20.833333333333325,-18.36734693877551,16.666666666666675,3.0303030303030276,5.263157894736836,2.1518405446286186
南沙大稳 (广州),广州,2021-05,春季,7,31,72,0.7,700.0,34,22,0.5,0.5098039215686274,0.6461538461538462,0.5714285714285714,0.3150684931506849,0.38636363636363635,39.99999999999999,6.896551724137923,80.0,0.0,0.0,10.000000000000009,2.928818468665366
南沙科大 (广州) ,广州,2021-05,春季,5,31,67,0.5,500.0,41,16,0.3,0.5098039215686274,0.5692307692307693,0.28571428571428575,0.4109589041095891,0.25,-28.57142857142857,0.0,-6.944444444444442,-28.57142857142857,20.58823529411764,-27.27272727272727,2.3257078806232716
天湖 (广州) ,广州,2021-05,春季,5,8,75,0.6,600.0,21,12,0.3,0.058823529411764705,0.6923076923076924,0.42857142857142855,0.136986301369863,0.15909090909090906,0.0,-74.19354838709677,11.940298507462677,19.999999999999996,-48.78048780487805,-25.0,1.775779860751658
竹洞 (广州),广州,2021-05,春季,7,21,66,0.7,700.0,32,19,0.5,0.3137254901960784,0.5538461538461538,0.5714285714285714,0.2876712328767123,0.3181818181818182,39.99999999999999,162.5,-12.0,16.666666666666675,52.38095238095237,58.33333333333333,2.5448532665293344
麓湖 (广州),广州,2021-05,春季,5,31,61,0.6,600.0,32,19,0.3,0.5098039215686274,0.4769230769230769,0.42857142857142855,0.2876712328767123,0.3181818181818182,-28.57142857142857,47.61904761904763,-7.57575757575758,-14.28571428571429,0.0,0.0,2.3211514781216636
南沙大稳 (广州),广州,2021-06,夏季,3,22,41,0.6,600.0,24,14,0.10000000000000003,0.33333333333333337,0.16923076923076918,0.42857142857142855,0.1780821917808219,0.20454545454545453,-40.0,-29.032258064516125,-32.786885245901644,0.0,-25.0,-26.315789473684216,1.4137631774618078
南沙科大 (广州) ,广州,2021-06,夏季,4,26,38,0.5,500.0,21,10,0.2,0.4117647058823529,0.12307692307692308,0.28571428571428575,0.136986301369863,0.11363636363636365,33.33333333333333,18.181818181818187,-7.317073170731703,-16.666666666666664,-12.5,-28.57142857142857,1.2711785796797885
天湖 (广州) ,广州,2021-06,夏季,5,9,57,0.6,600.0,16,6,0.3,0.07843137254901959,0.41538461538461535,0.42857142857142855,0.0684931506849315,0.022727272727272707,25.0,-65.38461538461539,50.0,19.999999999999996,-23.809523809523814,-40.0,1.3136078399172677
竹洞 (广州),广州,2021-06,夏季,7,16,51,0.6,600.0,24,13,0.5,0.21568627450980393,0.32307692307692315,0.42857142857142855,0.1780821917808219,0.18181818181818182,39.99999999999999,77.77777777777777,-10.526315789473683,0.0,50.0,116.66666666666666,1.8272349997571595
麓湖 (广州),广州,2021-06,夏季,3,21,42,0.5,500.0,23,13,0.10000000000000003,0.3137254901960784,0.18461538461538463,0.28571428571428575,0.1643835616438356,0.18181818181818182,-57.14285714285714,31.25,-17.647058823529417,-16.666666666666664,-4.1666666666666625,0.0,1.2302569039877664
南沙大稳 (广州),广州,2021-07,夏季,6,17,44,0.6,600.0,23,11,0.4000000000000001,0.23529411764705882,0.2153846153846154,0.42857142857142855,0.1643835616438356,0.13636363636363635,100.0,-19.047619047619047,4.761904761904767,19.999999999999996,0.0,-15.384615384615385,1.5799973596105747
南沙科大 (广州) ,广州,2021-07,夏季,4,18,38,0.6,600.0,21,8,0.2,0.2549019607843137,0.12307692307692308,0.42857142857142855,0.136986301369863,0.06818181818181818,-33.333333333333336,5.882352941176472,-13.636363636363635,0.0,-8.695652173913048,-27.27272727272727,1.2117184319843466
天湖 (广州) ,广州,2021-07,夏季,6,9,59,0.6,600.0,16,6,0.4000000000000001,0.07843137254901959,0.44615384615384623,0.42857142857142855,0.0684931506849315,0.022727272727272707,50.0,-50.0,55.263157894736835,0.0,-23.809523809523814,-25.0,1.4443770706864987
竹洞 (广州),广州,2021-07,夏季,9,15,60,0.8,800.0,23,12,0.7,0.19607843137254904,0.46153846153846156,0.7142857142857142,0.1643835616438356,0.15909090909090906,50.0,66.66666666666667,1.6949152542372836,33.33333333333333,43.75,100.0,2.395377077931469
麓湖 (广州),广州,2021-07,夏季,4,18,50,0.5,500.0,22,11,0.2,0.2549019607843137,0.3076923076923077,0.28571428571428575,0.1506849315068493,0.13636363636363635,-55.55555555555556,19.999999999999996,-16.666666666666664,-37.5,-4.347826086956519,-8.333333333333337,1.3353571220613927
南沙大稳 (广州),广州,2021-08,夏季,8,26,59,0.7,700.0,34,20,0.6000000000000001,0.4117647058823529,0.44615384615384623,0.5714285714285714,0.3150684931506849,0.34090909090909094,100.0,44.44444444444444,17.999999999999993,39.99999999999999,54.54545454545454,81.81818181818181,2.685324707524546
南沙科大 (广州) ,广州,2021-08,夏季,4,23,58,0.7,700.0,36,14,0.2,0.35294117647058826,0.4307692307692308,0.5714285714285714,0.3424657534246575,0.20454545454545453,-50.0,-11.538461538461542,-1.6949152542372836,0.0,5.882352941176472,-30.000000000000004,2.1021501866385024
天湖 (广州) ,广州,2021-08,夏季,6,10,73,0.5,500.0,23,8,0.4000000000000001,0.09803921568627451,0.6615384615384615,0.28571428571428575,0.1643835616438356,0.06818181818181818,50.0,-56.52173913043479,25.86206896551724,-28.57142857142857,-36.111111111111114,-42.85714285714286,1.6778573427646757
竹洞 (广州),广州,2021-08,夏季,5,18,62,0.7,700.0,31,19,0.3,0.2549019607843137,0.49230769230769234,0.5714285714285714,0.273972602739726,0.3181818181818182,-16.666666666666664,80.0,-15.068493150684937,39.99999999999999,34.78260869565217,137.5,2.2107926454421216
麓湖 (广州),广州,2021-08,夏季,5,30,55,0.7,700.0,32,19,0.3,0.4901960784313726,0.3846153846153847,0.5714285714285714,0.2876712328767123,0.3181818181818182,0.0,66.66666666666667,-11.290322580645162,0.0,3.2258064516129004,0.0,2.3520930855338595
南沙大稳 (广州),广州,2021-09,秋季,6,30,71,0.7,700.0,27,22,0.4000000000000001,0.4901960784313726,0.6307692307692309,0.5714285714285714,0.2191780821917808,0.38636363636363635,19.999999999999996,0.0,29.0909090909091,0.0,-15.625,15.789473684210531,2.6979355991845924
南沙科大 (广州) ,广州,2021-09,秋季,5,21,72,0.6,600.0,35,16,0.3,0.3137254901960784,0.6461538461538462,0.42857142857142855,0.3287671232876712,0.25,-16.666666666666664,-30.000000000000004,1.4084507042253502,-14.28571428571429,29.629629629629626,-27.27272727272727,2.267217888209024
天湖 (广州) ,广州,2021-09,秋季,6,6,55,0.5,500.0,16,7,0.4000000000000001,0.0196078431372549,0.3846153846153847,0.28571428571428575,0.0684931506849315,0.04545454545454544,19.999999999999996,-71.42857142857143,-23.611111111111114,-16.666666666666664,-54.28571428571429,-56.25,1.2038852096064023
竹洞 (广州),广州,2021-09,秋季,5,15,60,0.6,600.0,27,17,0.3,0.19607843137254904,0.46153846153846156,0.42857142857142855,0.2191780821917808,0.2727272727272727,-16.666666666666664,150.0,9.090909090909083,19.999999999999996,68.75,142.85714285714283,1.8780936764014926
麓湖 (广州),广州,2021-09,秋季,5,29,54,0.7,700.0,33,18,0.3,0.47058823529411764,0.36923076923076925,0.5714285714285714,0.3013698630136986,0.29545454545454547,0.0,93.33333333333333,-9.999999999999998,16.666666666666675,22.222222222222232,5.882352941176472,2.3080719844217024
南沙大稳 (广州),广州,2021-10,秋季,4,25,86,0.6,600.0,40,25,0.2,0.39215686274509803,0.8615384615384617,0.42857142857142855,0.3972602739726027,0.4545454545454546,-19.999999999999996,-13.793103448275868,59.25925925925925,-14.28571428571429,21.212121212121215,38.888888888888886,2.7340724813730457
南沙科大 (广州) ,广州,2021-10,秋季,5,19,88,0.4,400.0,44,21,0.3,0.27450980392156865,0.8923076923076924,0.14285714285714285,0.4520547945205479,0.36363636363636365,25.0,-24.0,2.3255813953488413,-33.333333333333336,10.000000000000009,-16.000000000000004,2.4253657972433156
