监测子站名称,城市,时间,季节,SO2,NO2,O3,CO_mg/m3,CO_μg/m3,PM10,PM2.5,SO2_标准化,NO2_标准化,O3_标准化,CO_μg/m3_标准化,PM10_标准化,PM2.5_标准化,SO2_环比变化率(%),NO2_环比变化率(%),O3_环比变化率(%),CO_μg/m3_环比变化率(%),PM10_环比变化率(%),PM2.5_环比变化率(%),综合污染指数
紫马岭 (中山),中山,2021-04,春季,4,19,66,0.5,500.0,35,16,0.16666666666666666,0.2884615384615385,0.3917525773195877,0.28571428571428575,0.41379310344827586,0.23809523809523808,-33.333333333333336,-9.523809523809524,11.864406779661007,-16.666666666666664,-5.405405405405405,-11.111111111111116,1.7844834097055926
紫马岭 (中山),中山,2021-05,春季,4,17,63,0.5,500.0,25,13,0.16666666666666666,0.25,0.3608247422680413,0.28571428571428575,0.24137931034482757,0.16666666666666669,0.0,-10.526315789473683,-4.545454545454541,0.0,-28.57142857142857,-18.75,1.471251671660488
紫马岭 (中山),中山,2021-06,夏季,3,8,44,0.7,700.0,18,8,0.08333333333333334,0.07692307692307693,0.16494845360824745,0.5714285714285714,0.12068965517241381,0.047619047619047616,-25.0,-52.94117647058824,-30.15873015873016,39.99999999999999,-28.000000000000004,-38.46153846153846,1.0649421380846906
紫马岭 (中山),中山,2021-07,夏季,5,10,60,0.6,600.0,24,12,0.24999999999999997,0.11538461538461539,0.3298969072164949,0.42857142857142855,0.22413793103448276,0.14285714285714285,66.66666666666667,25.0,36.36363636363635,-14.28571428571429,33.33333333333333,50.0,1.4908480250641643
紫马岭 (中山),中山,2021-08,夏季,4,14,57,0.6,600.0,20,10,0.16666666666666666,0.19230769230769235,0.2989690721649485,0.42857142857142855,0.15517241379310348,0.09523809523809523,-19.999999999999996,39.99999999999999,-5.000000000000004,0.0,-16.666666666666664,-16.666666666666664,1.3369253687419347
紫马岭 (中山),中山,2021-09,秋季,6,21,119,0.5,500.0,50,28,0.33333333333333337,0.3269230769230769,0.9381443298969073,0.28571428571428575,0.6724137931034482,0.5238095238095237,50.0,50.0,108.77192982456138,-16.666666666666664,150.0,179.99999999999997,3.0803383427805753
紫马岭 (中山),中山,2021-10,秋季,8,20,96,0.5,500.0,44,22,0.5,0.3076923076923077,0.7010309278350516,0.28571428571428575,0.5689655172413792,0.3809523809523809,33.33333333333333,-4.761904761904767,-19.327731092436974,0.0,-12.0,-21.42857142857143,2.744355419435405
紫马岭 (中山),中山,2021-11,秋季,7,26,42,0.5,500.0,31,16,0.41666666666666663,0.4230769230769231,0.14432989690721654,0.28571428571428575,0.3448275862068965,0.23809523809523808,-12.5,30.000000000000004,-56.25,0.0,-29.54545454545454,-27.27272727272727,1.8527105966672266
紫马岭 (中山),中山,2021-12,冬季,9,35,41,0.6,600.0,43,22,0.5833333333333334,0.5961538461538463,0.13402061855670105,0.42857142857142855,0.5517241379310345,0.3809523809523809,28.57142857142858,34.61538461538463,-2.3809523809523836,19.999999999999996,38.70967741935485,37.5,2.6747557454987247
惠景城 (佛山),佛山,2021-01,冬季,6,48,33,1.0,1000.0,69,42,0.33333333333333337,0.8461538461538463,0.05154639175257736,1.0,1.0,0.8571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,4.088176428382614
金桔咀 (佛山),佛山,2021-01,冬季,2,50,28,0.9,900.0,56,34,0.0,0.8846153846153846,0.0,0.8571428571428572,0.7758620689655171,0.6666666666666667,-66.66666666666667,4.166666666666674,-15.151515151515149,-9.999999999999998,-18.840579710144922,-19.047619047619047,3.1842869773904257
惠景城 (佛山),佛山,2021-02,冬季,7,27,36,0.7,700.0,30,16,0.41666666666666663,0.44230769230769235,0.08247422680412375,0.5714285714285714,0.32758620689655177,0.23809523809523808,250.0,-46.0,28.57142857142858,-22.22222222222222,-46.42857142857143,-52.94117647058824,2.078558602198844
金桔咀 (佛山),佛山,2021-02,冬季,2,28,33,0.7,700.0,28,19,0.0,0.4615384615384616,0.05154639175257736,0.5714285714285714,0.29310344827586204,0.3095238095238095,-71.42857142857143,3.703703703703698,-8.333333333333337,0.0,-6.666666666666665,18.75,1.687140682519282
惠景城 (佛山),佛山,2021-03,春季,6,37,61,0.7,700.0,52,23,0.33333333333333337,0.6346153846153846,0.3402061855670103,0.5714285714285714,0.7068965517241379,0.4047619047619047,200.0,32.14285714285714,84.84848484848484,0.0,85.71428571428572,21.052631578947366,2.9912419314303422
金桔咀 (佛山),佛山,2021-03,春季,4,34,51,0.6,600.0,42,22,0.16666666666666666,0.5769230769230769,0.23711340206185572,0.42857142857142855,0.5344827586206897,0.3809523809523809,-33.333333333333336,-8.108108108108103,-16.393442622950815,-14.28571428571429,-19.23076923076923,-4.347826086956519,2.324709713796098
惠景城 (佛山),佛山,2021-04,春季,6,30,73,0.6,600.0,46,28,0.33333333333333337,0.5,0.4639175257731959,0.42857142857142855,0.603448275862069,0.5238095238095237,50.0,-11.764705882352944,43.13725490196079,0.0,9.523809523809534,27.27272727272727,2.8530800873495505
金桔咀 (佛山),佛山,2021-04,春季,3,26,61,0.6,600.0,38,20,0.08333333333333334,0.4230769230769231,0.3402061855670103,0.42857142857142855,0.46551724137931033,0.3333333333333333,-50.0,-13.33333333333333,-16.43835616438356,0.0,-17.391304347826086,-28.57142857142857,2.0740384452613387
惠景城 (佛山),佛山,2021-05,春季,5,31,67,0.7,700.0,36,23,0.24999999999999997,0.5192307692307692,0.4020618556701031,0.5714285714285714,0.4310344827586207,0.4047619047619047,66.66666666666667,19.23076923076923,9.836065573770503,16.666666666666675,-5.263157894736848,14.999999999999991,2.578517583849969
金桔咀 (佛山),佛山,2021-05,春季,3,22,57,0.6,600.0,29,16,0.08333333333333334,0.3461538461538462,0.2989690721649485,0.42857142857142855,0.3103448275862069,0.23809523809523808,-40.0,-29.032258064516125,-14.925373134328357,-14.28571428571429,-19.444444444444443,-30.434782608695656,1.7054677459050016
惠景城 (佛山),佛山,2021-06,夏季,6,22,42,0.5,500.0,21,9,0.33333333333333337,0.3461538461538462,0.14432989690721654,0.28571428571428575,0.1724137931034483,0.07142857142857142,100.0,0.0,-26.315789473684216,-16.666666666666664,-27.586206896551722,-43.75,1.3533737266407015
金桔咀 (佛山),佛山,2021-06,夏季,2,12,36,0.5,500.0,20,9,0.0,0.15384615384615385,0.08247422680412375,0.28571428571428575,0.15517241379310348,0.07142857142857142,-66.66666666666667,-45.45454545454546,-14.28571428571429,0.0,-4.761904761904767,0.0,0.7486356515862382
惠景城 (佛山),佛山,2021-07,夏季,6,19,72,0.6,600.0,29,15,0.33333333333333337,0.2884615384615385,0.45360824742268047,0.42857142857142855,0.3103448275862069,0.21428571428571425,200.0,58.33333333333333,100.0,19.999999999999996,44.99999999999999,66.66666666666667,2.028605089660902
